Message,Ciphertext,Key
44978,14194,31993
32831,3861,59441
2182,35190,11655
41870,7117,1572
2867,56814,57012
46920,33598,6327
10093,59085,55074
51408,26115,12149
43476,35480,22812
51157,12317,21759
14613,19380,44983
6903,23126,13548
43200,17328,26143
56968,40158,23825
12445,9668,54327
40845,20682,3970
50047,44646,20324
38075,50100,46726
282,27954,11461
54178,4211,28338
13466,8967,12982
38029,30241,18959
27530,2774,56033
20736,26497,3778
6722,19182,35287
48910,42950,21052
36911,35654,54701
30223,17429,54469
60530,46077,55719
10020,54415,36767
25572,19167,47054
36041,39819,57659
20514,34906,53236
44777,8650,61706
26091,42786,42130
31368,54134,29963
14767,7497,12239
36553,32488,27650
2964,54942,4216
38663,43701,57579
34949,41100,28927
59299,36779,10796
58335,481,22762
56537,49061,22994
19845,19847,53140
1242,17752,38981
34650,13827,46194
6206,60130,29128
40044,51215,1359
25026,35630,62526
33650,26894,44865
47410,2492,55530
17533,58561,48050
53748,46859,20278
53464,40714,11421
64984,62595,42675
10706,60957,63594
65037,39992,41113
36449,21851,48794
63690,448,49505
65128,14734,59635
59769,15295,6262
62656,33363,12672
11537,28255,24714
23356,34153,17984
52662,25338,7213
54542,52607,29038
4904,435,62877
26142,33280,57172
41701,10753,50398
25340,56627,10702
21092,16687,59009
60546,23883,20799
23046,29644,20278
7446,46116,10179
57320,49948,26526
43389,4800,47203
5571,33363,60774
63402,32461,20965
22231,51316,44258
41036,51351,42746
25348,28599,55935
49915,51854,19110
2738,3157,3526
51834,61273,22654
11140,47575,11825
14109,7462,29368
42876,31604,61383
56620,8537,35177
50543,22589,19546
56080,60716,7726
60210,35700,23514
55668,28222,26357
51403,26956,7024
59506,8938,35788
60048,34080,33972
52312,4168,26587
35679,20717,6624
55511,54815,22288
32875,9463,54918
39596,1200,30321
55233,10031,50453
22992,25140,16518
65068,52095,26221
26700,36251,19249
47721,33026,44021
9280,62906,61532
4772,23354,33339
63620,42981,41518
8109,45717,24112
4985,52374,62898
61063,11862,2801
51645,54545,60819
1395,1897,7649
45205,53046,7283
1314,41377,4790
45102,40044,9850
37933,6616,19425
33803,13073,56789
3305,24401,30896
24214,59182,56987
25890,52113,32800
32547,42354,29793
27383,31502,14384
29504,28168,36979
30077,15817,57094
27331,50732,50101
20311,17801,31833
8859,55675,48627
49383,4385,31455
49814,22350,50948
9806,34603,55187
18557,26370,19250
47772,52564,58561
64147,5944,2455
51636,59329,47103
26223,32838,64795
35396,60969,36510
65326,38235,54739
46825,61861,14722
14311,18384,12773
5460,30335,44128
43321,63736,20641
43541,36791,48688
18589,20270,47519
52806,53141,3004
55178,20226,8161
26954,43422,29100
31738,33780,25622
39,10278,62442
62871,42502,30041
37120,27006,57201
5651,58684,52548
61687,3504,10861
34433,60484,705
21032,30954,30385
29348,52668,51413
61700,7309,14270
42053,28808,44794
28506,22687,25755
59626,5751,362
32542,1045,54730
53945,33821,2390
21697,19377,29729
64564,58728,13597
25272,11142,14451
52451,59003,49004
1946,45873,45954
19193,38126,36429
61712,13079,34833
14939,38841,57976
53865,23257,36751
21315,46992,50928
49005,802,63921
27955,9553,59139
64156,20152,27605
15500,543,42083
7174,11390,42095
52707,8921,17607
41157,44057,42728
24941,6186,37685
10351,39163,16040
15803,32604,35916
22157,5892,64596
36940,18008,41898
36982,45916,32609
22531,22449,36933
45112,42551,38823
16976,46540,45914
26983,44148,35913
40658,65439,8276
29883,21791,33650
14265,13732,56430
16858,45711,17803
65211,27247,18258
42363,21690,44177
34723,35020,13602
20356,14255,17794
30467,15120,61647
41147,48574,2924
21533,47998,35890
8383,54891,5335
3950,39792,45293
36947,7548,33739
29832,5796,11947
45386,59504,26778
38498,37190,15837
3246,60082,9485
2125,3192,1941
3272,22850,46887
46483,12557,53965
60776,56139,11229
22311,57457,16200
4912,60787,55466
34200,21312,12155
26397,59103,34769
26751,27394,57667
52733,53028,11319
9853,7864,46389
30478,30779,55062
44058,20544,64500
26255,23633,55574
45394,52863,6435
62995,7619,18018
48480,55987,62056
34913,13288,59372
454,6557,9618
15045,48121,57068
14574,7504,19987
936,42753,29712
41613,7878,32071
8912,59413,19274
45342,16105,40079
43456,41635,46893
59213,3001,29311
18545,63337,49144
56561,35079,55304
57776,38661,44445
6998,19200,41451
51940,48432,38973
36654,11002,42021
28666,20741,13098
23412,39205,32016
7587,19610,46976
24714,46987,49816
62526,60096,54257
29049,12287,6803
14045,5227,8155
12145,55291,35427
9793,58492,36265
50418,35264,21196
22273,1398,12962
48882,7411,51048
44219,23582,42189
1833,52619,31019
33010,30476,6347
59311,48624,63975
4621,60827,46204
3586,31342,52054
40127,39546,33458
55045,41344,1752
254,53090,57675
54693,27111,34522
37177,18476,9050
27043,3253,28061
64563,50340,54943
9957,32537,34514
54837,42810,38919
8767,60555,14169
36198,42190,52808
6586,21498,24808
45662,49951,10088
54004,52256,23680
64398,18934,17964
40570,27915,10207
34683,45483,18021
56249,284,24021
18954,29934,62308
59950,32038,5452
18278,59957,40494
19581,45529,61605
12378,38586,64923
48195,30338,62621
41849,55797,62286
11100,54623,36135
16202,39761,64478
8500,2078,52691
2620,945,64486
52435,30377,50968
47994,41294,41459
41026,50095,41977
699,46023,7527
58431,28256,15349
31837,55173,27939
1141,52528,12576
60661,38444,21250
44558,4987,51209
47427,9662,57391
26292,47307,62901
60257,22016,32867
20397,49375,54926
46234,21907,38725
25045,64947,20673
8642,30454,40461
4598,50709,37295
22175,6799,43884
54493,32569,50197
27491,7565,28575
62437,63133,6520
65507,25646,5232
63900,21230,20577
10976,15153,60092
34699,31905,56213
47883,32125,63879
30138,24058,54926
36769,11858,16618
35626,54614,10940
54662,30299,58271
40313,64663,44783
33498,41938,34275
44658,54215,22631
18124,58615,36267
35004,11126,47264
28817,16189,20574
45171,36284,64859
42036,22792,30365
16983,27382,3199
9195,29952,11304
43198,13029,24575
30683,8835,46893
54410,12043,50842
31415,56596,57496
49775,38140,13649
16970,2560,9940
45523,8518,44670
26211,15643,64654
32526,55010,52510
51834,62922,32321
21585,28456,62636
12243,39333,46329
17913,38229,23197
17687,57709,36638
32975,43912,22701
51854,25563,46433
43811,21168,62350
55502,30814,43595
40662,63963,7121
60134,43808,4270
57113,54479,29744
41644,59742,41507
19824,18060,33071
22494,36984,43605
9143,55814,9233
61469,5044,60143
23462,2684,54458
40544,60436,14618
12619,29464,47707
62610,2080,56203
36003,2226,32170
55825,58889,29540
4532,48400,31723
33219,63832,29712
23856,51273,52844
64744,5400,43484
43300,10577,4238
53989,12223,42041
28265,25778,59422
27886,14001,2423
14076,61241,39831
27182,31240,46309
4732,16908,56497
36609,53417,52001
58728,25957,44160
43044,7668,13154
5935,55544,22944
23134,4480,34884
41473,38846,36057
58242,31489,22654
42911,54085,32552
56150,834,25574
55533,39669,28148
55079,45340,24559
60289,32912,30006
52236,11770,360
28993,11731,46660
61439,52542,13337
17915,27865,1843
25358,59786,9031
33777,59552,35765
17902,49283,54188
754,50396,38690
6869,3840,50232
50174,15638,23364
4005,36042,347
5653,21767,42937
29477,418,49682
49191,14179,59175
46833,29813,24700
32797,24148,7955
3463,25322,26402
28165,34486,47656
33139,40223,13901
19667,39690,3877
34492,53017,35554
19269,6524,3722
4079,36186,12965
5702,58078,11874
40444,64812,36620
35751,62145,7619
26130,12432,38494
62664,20622,41422
56421,23186,14159
45287,4447,51192
20547,40978,24197
45894,52634,25203
27470,30680,17730
19768,48320,10877
64925,18577,47583
16382,55788,61988
26180,15077,62900
55031,8845,50016
13839,16864,19148
27806,4893,13531
59786,28165,61593
20237,31528,44288
53995,26282,52212
41676,53702,8179
37620,51718,60004
59980,13280,57273
27904,13140,11989
42120,61611,48067
44566,27751,46908
30407,24908,65413
18230,44968,7881
1160,57232,54984
20861,40984,64274
65121,53983,17626
26998,38071,21025
18768,41160,13673
63282,58053,33725
29217,33243,41605
40148,57667,30219
39655,11584,30450
36789,25704,47429
24709,3949,40781
57116,42605,57060
4659,59256,60498
6262,56074,2608
20202,19587,38937
40108,18363,3038
34138,28872,59686
24844,61939,3812
11029,60074,12903
25974,41849,21665
56814,56858,36751
25924,5829,16764
27760,37781,64281
14094,58804,22483
4097,14574,28454
18239,17226,60165
34459,44930,48183
10132,56262,35844
60581,9440,19140
13399,58776,1954
59630,39185,64342
47974,6596,39973
44833,24178,60587
13606,25178,35032
4764,15375,41801
30410,28830,2398
26832,22274,6714
48376,42403,55070
4857,59004,40524
29418,60964,35457
4419,44055,32111
56462,21412,35933
53619,53781,28833
59541,21490,12494
25714,27635,6843
39848,55046,39695
51478,40767,11059
48458,29963,21842
59783,19519,64978
45967,41623,39896
11826,34132,64898
25256,47989,33472
48973,30796,34189
44683,4469,31352
46928,51977,58431
47060,26627,31
60837,55092,23357
53679,22680,26970
48756,21581,4250
31348,26070,46072
59829,8978,9252
59755,21126,30779
31347,32605,25266
3710,19668,26200
52877,17055,47999
40219,41965,6960
59270,36909,59746
50682,8652,32089
36342,14830,10888
36236,9789,50556
61808,13651,17207
15242,32005,41475
49170,35585,5229
14101,60375,63410
34465,32422,25492
51603,220,8117
1378,43042,33184
29204,49674,49653
40020,22557,6530
15254,7880,10920
35427,54433,50711
57494,23714,27394
30801,6928,54459
48238,28683,33035
47538,49893,39681
64620,50291,24822
46530,53471,35458
36350,63311,27638
33074,12823,59177
5440,6266,53985
42834,52631,18671
4074,28783,18947
23017,60620,57569
22649,42900,49893
57080,5187,20896
7618,65464,49773
29277,34788,20075
11635,20851,43470
38678,17535,37705
39883,34328,3484
10129,36341,9427
24945,32866,60668
17703,55574,8647
51142,18141,1604
61364,52355,15329
51795,6312,23155
33316,39496,48961
30749,21910,45467
60658,60514,18393
34623,38031,14292
17344,52085,44031
62813,46559,59970
9277,54272,38133
40967,11758,40858
4410,56732,10209
32335,498,52919
46014,62434,51981
27348,24294,2335
58850,9022,22343
16063,9364,34291
23685,47589,54043
57584,41628,16215
59637,38101,33154
49996,59819,18645
25802,9708,51556
36306,28246,3238
39826,13561,23967
8363,42904,57132
54596,54636,14946
63410,23289,53050
51883,40222,64607
22266,7240,46228
46195,14705,22960
38332,18769,55434
44471,31448,1787
38231,64111,34962
65126,43991,27841
8275,19301,50591
2345,43925,17614
22882,40254,16591
33256,7860,41860
2704,47455,19517
22960,64521,18114
16824,26766,24487
18780,12120,53395
41714,12275,39497
50803,38042,45518
9275,64418,18309
21307,19738,36361
22137,45823,28260
63087,954,2480
14079,52809,40998
46375,13374,11017
9653,50271,43353
34142,30983,54984
9970,62401,27908
25727,14993,35127
9000,23714,30973
4221,36979,5626
24678,33775,51602
54202,26656,53274
287,35310,23158
53881,6053,48417
60175,64618,6878
35933,37266,32218
23515,49537,53840
31287,20214,2240
46112,16023,37283
23227,54721,8174
22016,22193,18922
36272,37137,50330
65368,35788,41889
15145,37626,29635
13298,24137,50353
49505,19786,60309
59792,62137,60616
31335,32237,6677
30025,8459,5142
4944,31537,7563
54582,3252,27003
28616,25639,635
64248,9111,61241
21539,61521,45650
46799,22393,4081
14329,14308,32717
23976,3488,32572
7934,42288,48415
37458,5558,63353
29304,59344,11592
34259,33549,36736
50742,47577,64871
36917,57450,42061
59494,42155,33767
12617,1873,21258
43798,17335,15260
12985,43165,81
65463,14420,8695
23723,7191,57850
63955,39023,30866
50085,39845,20216
41619,14344,51820
55484,64100,15040
54215,4659,4497
18371,59998,8501
36132,37224,21681
36293,35770,37823
45762,37867,49627
31525,38531,2086
30424,3276,6168
33744,56216,22012
17305,14480,52971
2155,50385,2684
24500,62043,25822
60378,4496,64278
28235,36421,7316
10512,6781,63058
15816,9979,15858
37285,15941,38343
52783,35674,28425
16638,10743,6990
7704,2228,31343
19704,45466,37839
7746,18422,868
28974,59306,54777
61983,19950,31692
20640,22156,53166
30274,44833,19861
4536,13756,37953
45740,35337,40921
43161,13323,2882
20013,56989,6098
33696,12714,44452
36248,31865,14728
8960,58629,36212
31212,51142,61081
14717,63247,9248
23310,35693,17009
45720,41538,50589
55507,32506,35538
57731,3985,46995
11251,24857,11713
828,44644,7285
15108,18070,18497
49730,60329,33061
4310,35758,36665
31531,35081,7993
37222,13791,10000
43571,31139,5447
59623,20063,39042
956,65474,64664
2520,34577,35854
19396,40869,64767
21728,38209,5720
28547,10742,35062
5287,19352,8920
59784,43059,55650
54605,36951,42819
31164,61735,63037
18460,7285,18336
4937,23054,1445
25687,51217,60560
32597,54720,11774
19065,55781,52175
34150,57109,47176
27681,8458,17815
2915,19177,45469
64451,19996,60065
58104,65447,20507
49049,41736,26241
61075,10878,44305
57902,50153,59545
56667,23075,48172
23273,47972,9547
59220,253,56462
27144,45546,16223
5027,22128,2618
47638,21284,54634
49948,15292,26947
42839,64740,25536
36161,20561,56491
33479,16923,61417
26371,6687,48291
24772,63787,47014
33605,16923,4971
48890,60619,32832
5145,28335,7416
54407,59378,36983
20267,40141,60317
17734,62156,20382
35738,12482,38362
57835,25792,49333
64983,59620,40149
36531,13714,17847
47473,34444,17220
53727,46594,14729
24821,18996,59174
25569,24237,23997
1019,29674,54065
9518,32652,57352
55706,44953,53030
48553,40406,45583
52915,47591,44968
47376,2638,57938
43164,42841,1434
13172,2053,58533
39519,24069,35660
14009,38934,59420
27885,2084,30428
26433,36954,45481
16426,51784,65149
10584,55478,61952
45136,40934,4390
43706,26034,58675
38546,42403,28014
25881,44842,24727
11618,38152,29410
50648,19786,56044
40872,43570,33204
26182,27548,64107
9680,28403,55493
8978,33519,61684
47744,32960,39619
34898,7719,14594
23615,43440,64194
26860,22612,10841
50663,28469,64532
47463,57163,13844
51442,41899,26196
43700,27358,25837
6974,17334,51852
47607,10083,56262
31874,6031,60084
26853,20853,48787
15402,60277,8180
51754,17749,8423
20086,40985,8397
39934,2431,3261
42047,46984,25664
9404,59140,32716
2088,31269,64724
42165,21075,4868
8629,61820,36989
51591,29565,35979
34278,4978,42972
58636,6264,34404
3831,51605,17358
7124,5427,47022
59649,49158,47225
2754,60568,10408
47440,29683,64162
8774,27398,39950
5731,61133,10909
50543,30679,34298
50801,30269,40539
13443,28474,32139
45810,5259,1299
64574,64539,52756
24509,24539,23636
31935,62562,43966
39890,26870,7552
57329,64178,1254
23417,9796,8254
30762,49162,19580
61647,31959,61469
44435,28687,21873
25070,28852,59344
48313,36301,45329
3239,43066,42943
2764,55874,35200
1467,17254,12621
28714,41793,58542
62259,30622,45704
12338,7471,40300
40537,63332,35773
54746,7861,25785
65067,8541,58992
5391,36690,7422
44055,32535,40550
52007,43777,60601
43711,34490,17487
24984,61167,48637
23514,12964,60046
65384,43033,12160
24726,52058,16016
39463,2080,19084
54631,14795,8766
54827,55147,49761
61827,47009,46401
8971,60527,26330
9858,64612,35589
21559,40753,53800
8437,27097,54518
15708,10225,10753
25791,33925,61559
43636,20211,26970
59874,63260,35675
35903,42728,6578
44072,40315,30275
55794,4911,36035
13723,50267,42392
63464,33379,41012
11660,41597,54468
61776,59435,13897
61689,62669,6289
19124,1254,30909
802,59890,60011
48640,25769,51798
1484,41823,28190
50542,63884,61581
2114,16524,27108
38148,7339,48801
23819,5635,49274
29163,52541,44776
14304,43195,32100
26734,55180,59300
5499,27028,64764
16862,53237,27831
54810,18492,28191
13724,48259,17104
49850,41898,43186
4143,41381,49420
3942,33743,37651
32252,36562,52021
2913,23003,30868
55918,29825,4774
42268,32094,22220
44897,10487,26316
32930,36754,12989
47637,36332,10332
18916,54301,29702
59065,18483,51998
19533,45683,35097
14013,11622,29663
63718,33506,29964
40644,33627,13124
55559,49963,28536
29664,14490,11299
39901,58673,55524
45971,14302,58929
9192,46079,31136
13023,48364,53238
59965,62038,60113
21491,58083,30313
43903,29278,3421
19249,38368,62032
34941,39859,56897
473,54384,22725
49480,27757,389
18851,42960,57390
9695,37550,19395
4114,24999,15662
45417,53475,3483
58450,59355,29885
31068,13497,11463
28452,5499,10801
15947,62404,12408
49943,10772,22725
63048,7184,31276
47980,27487,18644
16402,30735,46557
5303,50354,18096
48317,30983,23217
53456,54651,32123
20115,31833,26466
9552,34121,47201
20577,45129,25746
57057,41416,24868
21301,46626,49157
47307,35856,42538
40901,55511,58408
6866,57947,51581
55992,17221,22490
31764,32149,19304
14325,47723,38404
49599,54640,61893
38100,63061,1234
46643,56648,17606
10921,12788,43898
1497,20218,20081
54991,14858,7689
10243,47203,58389
14892,61648,16512
19536,24482,15105
52877,9120,20098
143,17727,2379
58383,17836,51405
49310,42825,61811
43197,50300,23622
6091,63321,35428
43455,30033,35580
36402,47807,35157
35023,43044,14896
32094,4233,1476
55653,1612,57378
32134,61153,30824
9535,13987,46424
10190,58407,36062
23283,3670,8912
19373,11298,47602
25376,5356,26309
20592,49331,54745
19187,15208,1352
4582,6326,38653
4676,43781,14343
49839,39011,36233
55944,34825,45666
34328,58200,54963
25146,38992,43105
19840,34679,46443
11587,57292,37368
36042,18861,30990
64917,50877,60115
236,62770,16642
28940,44088,3408
27749,58093,14326
59814,51793,64901
5070,55730,33278
36100,52186,43162
48390,9477,57927
3673,23847,5954
34335,26678,20064
57670,45891,18527
57529,30094,51526
40782,22335,55005
61335,7058,6289
32909,34958,4816
59695,32234,31543
58423,51506,18532
15578,28190,64956
20106,16988,41880
33924,10120,17359
12930,12324,17812
54690,29054,11512
55192,45423,3492
26483,16930,15038
18531,7466,15130
5972,50813,29690
35939,16001,33642
26067,28727,44869
32367,6090,13577
6777,41785,48925
36245,56176,11146
23394,21839,30546
53940,17149,62932
12829,21849,49108
46848,50478,41796
18712,32752,49351
58242,34873,51828
20020,11826,24611
23092,51385,3329
51555,31802,36062
19306,40036,40404
33766,31192,1462
46450,23790,46026
1299,59759,48535
54545,8523,47043
20601,33045,33597
34378,39727,36095
22135,10543,13275
27190,9843,40218
15943,27974,44170
4723,39879,50039
20825,40692,19570
56221,26637,1204
58505,47899,12483
26723,61791,8409
35965,22316,60589
36836,3382,12616
44419,65075,39658
8740,40030,10541
6337,44091,42225
26525,55426,35943
45915,19742,24551
64578,18334,52082
7379,6684,62726
62492,55712,26427
14206,48320,11467
49734,43509,55990
32506,33858,15739
58150,46475,8894
54352,57031,25764
48201,55727,49997
44610,43116,48546
42448,45873,25506
50229,23941,59332
30408,59964,39194
57934,60455,23067
52647,4272,15729
8308,64242,36601
34242,50756,37834
17189,44284,48390
47977,22655,7315
13664,35120,54043
3610,35179,54427
35405,11570,19809
38966,53913,3620
5784,20973,64987
13525,31479,48090
33529,62968,37020
37981,23213,58198
61480,45708,48259
64008,34239,37472
34501,2299,53207
6409,49870,61877
65414,42002,60146
401,58476,7260
10970,53584,43013
65332,35646,50151
33359,10087,39074
64623,44994,54533
57065,55425,12691
64934,62011,9323
19619,55604,54227
16901,17562,50039
12279,21152,45324
19225,16009,30691
46413,41912,29643
47407,35463,45137
35744,3761,50989
13298,36554,26676
56572,19597,23404
29752,59815,32905
48693,2731,3280
19982,52506,26848
53840,60737,42111
46138,27307,24725
56536,38908,25424
36700,2820,26274
18830,47227,23432
38256,52604,14336
23667,9764,55115
63853,15720,27477
49933,2237,18088
8040,35390,46473
56883,33343,31628
51431,6912,27464
26429,64429,26678
25804,35670,60294
45154,63204,24290
5452,29543,22171
5401,9371,39739
30430,53440,24314
72,14009,28750
37032,12220,37221
63414,5658,51109
15144,64144,14462
12238,40701,19207
27007,51825,24448
23786,56735,26225
39203,62553,2588
15834,12275,3176
42440,38037,47802
59762,60443,24756
38811,27101,43127
56959,10009,11709
43522,38433,29761
36247,8583,59259
43101,19870,38162
54641,6802,30406
30081,4724,53113
55724,12034,23474
8273,62387,56538
36218,40832,49229
13390,13655,65435
43037,39395,36905
10652,41889,19509
32620,4822,22902
49120,55840,36598
53525,62736,17485
41231,21222,56302
61179,65051,37300
26591,30455,1680
62605,44688,37192
37156,52610,27901
15399,29998,55606
19078,3548,63024
17648,7660,46228
13822,36188,24855
18076,37268,53415
39975,6161,40638
63992,28636,25895
63911,29292,48354
33921,49131,45738
1711,30729,36542
47293,39680,14548
54099,59356,35088
38413,23332,24068
35682,50194,14801
48788,45146,34475
21677,5538,13151
34002,19572,58010
46887,14875,5989
26018,29783,27003
7408,5823,23306
7175,23961,22029
36405,25306,59260
54015,60707,42481
60350,60804,45865
2087,3852,57506
11584,21508,28057
63310,26947,17859
6842,11767,15831
9619,15716,64517
20904,39802,59519
9395,42074,63872
36177,39089,40796
37685,50040,60983
30966,47514,9416
34056,44748,42177
8815,12151,17875
43175,46288,59367
61480,13451,37682
57263,5375,57498
28431,31053,61783
1955,6995,20233
60741,21676,47406
59315,20846,32188
19594,25697,35808
8032,43906,23525
45456,13715,6570
48318,64018,499
1629,25322,59398
35527,38444,11094
54818,55920,7704
21336,13955,6195
65095,62761,36641
25552,45338,58155
992,56189,26650
43803,6774,7576
28225,47945,31604
24831,40176,48415
320,17921,25299
8142,40406,28462
39934,40578,30949
31138,7985,2467
8078,26012,51722
9254,57712,1170
7761,8057,37239
49103,58838,5298
2275,33969,41305
48076,22391,12020
51592,22678,40948
43051,64698,28962
31599,14232,47312
1344,11876,9804
39373,14093,43298
15378,11428,22790
57295,32018,33582
4150,60381,45914
8536,22141,28353
34917,58532,15061
65452,62079,49692
340,20507,27556
23150,56382,17577
54683,29360,11967
27185,3825,21408
61044,36589,29339
32138,53255,38354
37091,49159,38052
39508,26955,56570
5146,5196,13556
33440,43439,26400
24916,33950,33213
34473,44207,10617
7873,64562,24495
48722,28442,34599
39493,38449,49457
6270,12113,26088
20278,44873,45353
55261,6233,9033
22110,52154,60768
1864,54668,10230
28772,65479,29595
21873,29695,53392
19261,32362,17802
23519,38677,732
327,17565,34920
17905,15910,2813
13008,40722,53028
55117,51716,52475
27053,14830,19764
11409,51036,12062
1994,65036,27563
33982,11975,60268
37239,51949,4272
32436,35958,27522
32006,51618,40949
26237,41649,21649
16384,6997,26564
59477,27554,64458
45371,19202,9517
55785,26596,33603
3164,20060,11135
37752,6441,56188
621,49071,38286
8090,47883,44692
21630,6174,39483
14494,54272,8833
11703,8399,860
34661,23663,35050
37173,46157,11624
5145,45070,4193
12779,45707,51897
23591,587,12419
752,44017,20785
32168,47657,41602
34071,62703,24355
49844,19276,54531
48347,18242,23400
60925,9741,583
10386,43276,56916
8507,59934,916
64584,4660,60191
58682,52201,33131
54427,17954,46595
29431,38832,56318
30454,59922,3625
58923,43102,12542
50864,47640,15967
45235,12638,57499
55754,11593,9908
49066,147,7032
58628,22881,52829
58834,31737,45554
1630,9078,24702
3658,45053,44747
15012,52092,53834
60133,34228,58623
21655,46251,27065
49761,898,31879
17524,37793,35843
44422,50016,3857
55295,40529,33055
41006,45534,45731
40582,56299,42913
2713,33600,33827
28044,41335,23808
56635,34256,27487
5407,60026,55542
46315,38361,42116
5564,29190,31957
42946,44355,21469
59795,22052,57253
59413,6190,9845
21677,55625,54310
40153,14797,16112
37335,45862,49715
65071,44421,3375
9557,47608,52990
63244,17754,6271
46357,371,57848
22277,8549,2852
13320,63839,52714
25097,19937,51297
32476,30726,37650
42740,28355,24680
17011,54359,42524
11483,46834,35879
64168,28751,47220
39097,7238,25825
51517,58162,56318
36204,25615,63435
18664,30740,48467
43336,50387,37362
36216,13208,55793
29028,29116,8284
3288,8355,53310
41063,11100,24611
3457,15230,53713
62270,15883,32276
20262,32899,19362
5920,23887,3001
62049,23789,53142
13091,62066,8206
50637,52154,61404
58123,31587,36930
11477,17575,41259
62817,57442,1495
32217,48257,1386
4556,25801,28459
52947,19997,45369
44551,60899,12650
28308,14081,25026
49850,14378,35521
1486,25524,29450
5148,46168,51896
31560,42013,40243
5218,13442,22766
53893,60684,52987
65293,62288,20761
36388,38084,20781
35156,33327,57169
33641,38058,60846
19975,19784,24790
38065,49162,39844
52284,6615,18729
16443,6626,25944
28201,44372,26592
26944,39071,7076
44568,4631,43419
54960,24632,36060
23400,6436,12674
26656,52888,10201
8763,17686,14735
34498,5880,34123
15021,26944,41824
16997,48423,50585
31140,52315,3143
24219,7974,22240
63994,58554,35987
14849,56476,20937
58276,8064,35048
61651,22514,35767
18212,17148,62712
15005,46229,43057
25459,13193,51850
8145,37948,42910
26588,31883,11712
56,5131,5712
60775,46440,32941
62548,27330,21998
30085,17460,4584
17189,63128,38161
32410,29471,38814
43326,20592,40956
263,58843,13084
41920,56022,16917
24032,26783,13238
5466,3210,45050
5091,12767,43274
26878,56306,11625
30440,30104,12721
41767,31975,10432
36411,50585,9771
37524,37310,63038
60541,40238,14149
1069,43854,21761
57754,62618,60372
12708,44016,592
23588,29121,26787
42137,55172,8363
34521,53225,13906
1059,19159,32970
34706,9719,4088
1765,54656,58985
63463,30884,45416
12442,29993,6899
35230,64243,31689
44170,57928,10799
52385,59907,26966
38946,48638,9529
29364,36032,35776
61452,14621,57724
59930,13227,22667
34186,31159,29495
13964,45162,48556
61067,8135,63127
9441,37722,31940
16218,22937,10808
19207,7489,63415
44708,6385,64951
62884,58547,49492
59246,21167,28746
47372,33515,54546
27281,25425,49803
21963,56498,3086
58420,26117,61718
36526,34793,12423
15369,5188,42920
650,24479,23715
42929,60342,23841
24794,6305,37114
5978,4640,63953
29695,53014,63960
845,30516,27502
41878,17115,13311
21563,60050,12314
57676,37504,58195
36568,32795,45402
33221,56559,56615
61944,65379,59025
36326,47518,58999
11797,30109,64110
29368,2366,49897
19962,4913,38424
37269,45213,40604
52021,60337,40482
25772,29635,42251
25302,64658,3257
62354,4660,27482
33677,24820,63643
59687,65350,2180
62039,15596,15823
60778,57484,64306
29831,41324,27775
30570,4583,35178
56597,13521,9071
37959,33220,52894
21398,51435,2704
35419,1751,34914
38216,2297,57996
28768,57530,5897
28361,26594,65268
55648,51381,30844
52356,47472,39700
60136,55659,29685
59856,50615,8507
41310,57670,16716
10920,18475,21336
38865,56401,60455
4955,24281,20132
31429,35559,56007
24863,41952,12274
30719,54231,60186
52761,24741,25249
62095,42662,52927
17610,33548,44323
1697,31482,39500
54383,50929,62651
4254,7803,31257
20777,65431,32403
21766,48956,8535
41650,35195,61037
16206,52359,24447
9408,36718,10705
58822,58176,844
44734,28193,13528
40090,17833,35724
18072,49967,28171
23803,10424,8245
23138,7947,65275
1555,14954,53190
31280,58457,14270
62979,30662,50703
22374,64599,49428
12995,29789,23918
17443,55461,7493
19705,65060,42546
22736,40544,822
23040,41839,11178
40328,40658,8904
18551,51852,5919
14929,1180,54308
35314,50659,6739
52615,60569,45222
46207,48174,6702
11571,21797,2443
13878,2423,187
41101,23422,10290
59372,30091,3479
53471,2957,36284
57937,3633,37552
3451,44830,13
56627,31103,15426
64596,5853,3658
52937,32013,35210
3149,2398,24292
21409,62685,60571
44334,55319,49175
50586,17562,62381
41913,53527,25848
29040,43114,5740
54978,14960,60481
57148,18421,56286
24348,1673,60171
53134,51568,7614
58441,938,24139
26563,56656,40521
54459,1321,21803
41586,7643,26590
22365,4110,63224
58409,58605,32964
60053,19609,25442
51379,38849,3607
7981,62767,33065
42450,25956,47770
33982,17086,63470
18696,30405,29237
61682,46109,13039
57194,9353,57443
26270,42864,17372
48108,45211,17738
25366,38375,62082
28357,62171,8362
60375,8518,25461
21810,23689,3422
35345,981,47642
57662,35314,299
7718,50140,61314
13471,45438,23183
17538,45918,60447
6455,10385,50148
50971,31849,58316
42599,49617,57313
17101,58277,57971
4010,23095,54745
9086,56314,49293
37858,7134,44983
12716,5248,30028
42622,14748,12223
8055,12267,19656
31257,40674,16714
61543,17870,7612
33640,20459,54366
61654,60337,38025
42892,43050,21680
15031,20019,666
14051,11042,19231
17087,50302,52021
11536,36022,30024
31869,4496,59832
29601,2254,7884
51383,55029,12782
23275,5851,28363
34365,15902,51443
58956,1772,35249
13084,63368,17395
6709,10671,46011
57076,35255,50409
36738,59982,32689
50754,297,48709
13366,47570,54050
6754,35621,19941
49030,38760,58874
31195,24143,58938
10493,170,23074
27479,64309,46931
